openreview_id,forum_id,submission_number,venue,accepted_type,title,authors,authorids,primary_area,keywords,tldr,abstract,openreview_forum_url,official_pdf_download_url,content_pdf_url,supplementary_material_url,supplementary_material_type,has_supplementary_material,github_urls,repository_urls,dataset_urls,arxiv_ids,arxiv_abs_urls,arxiv_pdf_urls,arxiv_source_urls,all_extracted_urls,paperhash,bibtex,license,cdate,pdate,mdate,fetched_at_utc
Ku3XdvO88g,Ku3XdvO88g,12986,NeurIPS 2025 poster,NeurIPS 2025 poster,GuardReasoner-VL: Safeguarding VLMs via Reinforced Reasoning,Yue Liu; Shengfang Zhai; Mingzhe Du; Yulin Chen; Tri Cao; Hongcheng Gao; Cheng Wang; Xinfeng Li; Kun Wang; Junfeng Fang; Jiaheng Zhang; Bryan Hooi,~Yue_Liu10; ~Shengfang_Zhai1; ~Mingzhe_Du1; ~Yulin_Chen3; ~Tri_Cao2; ~Hongcheng_Gao1; ~Cheng_Wang20; ~Xinfeng_Li1; ~Kun_Wang15; ~Junfeng_Fang1; ~Jiaheng_Zhang1; ~Bryan_Hooi1,deep_learning,Vision Language Model; Guard Model; Reinforcement Learning; Large Reasoning Model,This paper introduces a novel reasoning-based VLM guard model dubbed GuardReasoner-VL,"To enhance the safety of VLMs, this paper introduces a novel reasoning-based VLM guard model dubbed GuardReasoner-VL. The core idea is to incentivize the guard model to deliberatively reason before making moderation decisions via online RL.
First, we construct GuardReasoner-VLTrain, a reasoning corpus with 123K samples and 631K reasoning steps, spanning text, image, and text-image inputs. 
Then, based on it, we cold-start our model's reasoning ability via SFT. 
In addition, we further enhance reasoning regarding moderation through online RL.
Concretely, to enhance diversity and difficulty of samples, we conduct rejection sampling followed by data augmentation via the proposed safety-aware data concatenation.
Besides, we use a dynamic clipping parameter to encourage exploration in early stages and exploitation in later stages. 
To balance performance and token efficiency, we design a length-aware safety reward that integrates accuracy, format, and token cost.
Extensive experiments demonstrate the superiority of our model. 
Remarkably, it surpasses the runner-up by 19.27% F1 score on average, as shown in Figure 1. 
We release data, code, and models (3B/7B) of GuardReasoner-VL: https://github.com/yueliu1999/GuardReasoner-VL.",https://openreview.net/forum?id=Ku3XdvO88g,https://openreview.net/pdf?id=Ku3XdvO88g,https://openreview.net/pdf/3c2def3de954b67f399af3bd84c4e317c6d3b893.pdf,,,no,https://github.com/yueliu1999/GuardReasoner-VL,https://github.com/yueliu1999/GuardReasoner-VL,,,,,,https://github.com/yueliu1999/GuardReasoner-VL; https://openreview.net/forum?id=Ku3XdvO88g,liu|guardreasonervl_safeguarding_vlms_via_reinforced_reasoning,"@inproceedings{
liu2026guardreasonervl,
title={GuardReasoner-{VL}: Safeguarding {VLM}s via Reinforced Reasoning},
author={Yue Liu and Shengfang Zhai and Mingzhe Du and Yulin Chen and Tri Cao and Hongcheng Gao and Cheng Wang and Xinfeng Li and Kun Wang and Junfeng Fang and Jiaheng Zhang and Bryan Hooi},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=Ku3XdvO88g}
}",CC BY 4.0,1746805998049,1758216946126,1776754608397,2026-06-15T20:41:24.310698+00:00
6pjzFIyFBo,6pjzFIyFBo,12991,NeurIPS 2025 poster,NeurIPS 2025 poster,Learning Chern Numbers of Multiband Topological Insulators with Gauge Equivariant Neural Networks,Longde Huang; Oleksandr Balabanov; Hampus Linander; Mats Granath; Daniel Persson; Jan E Gerken,~Longde_Huang1; ~Oleksandr_Balabanov1; ~Hampus_Linander1; ~Mats_Granath1; ~Daniel_Persson1; ~Jan_E_Gerken1,machine_learning_for_sciences,Geometric Deep Learning; Gauge Equivariant Networks; Condensed-Matter Physics,,"Equivariant network architectures are a well-established tool for predicting invariant or equivariant quantities. However, almost all learning problems considered in this context feature a global symmetry, i.e. each point of the underlying space is transformed with the same group element, as opposed to a local *gauge* symmetry, where each point is transformed with a different group element, exponentially enlarging the size of the symmetry group. We use gauge equivariant networks to predict topological invariants (Chern numbers) of multiband topological insulators for the first time. The gauge symmetry of the network guarantees that the predicted quantity is a topological invariant. A major technical challenge is that the relevant gauge equivariant networks are plagued by instabilities in their training, severely limiting their usefulness. In particular, for larger gauge groups the instabilities make training impossible. We resolve this problem by introducing a novel gauge equivariant normalization layer which stabilizes the training. Furthermore, we prove a universal approximation theorem for our model. We train on samples with trivial Chern number only but show that our model generalizes to samples with non-trivial Chern number and provide various ablations of our setup.",https://openreview.net/forum?id=6pjzFIyFBo,https://openreview.net/pdf?id=6pjzFIyFBo,https://openreview.net/pdf/9d581fe0843b4f174d61a698709de790d62a7db6.pdf,https://openreview.net/attachment/5cfeeb9e5ea94514058ab31e3eaeef24e0d825ee.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=6pjzFIyFBo,huang|learning_chern_numbers_of_multiband_topological_insulators_with_gauge_equivariant_neural_networks,"@inproceedings{
huang2026learning,
title={Learning Chern Numbers of Multiband Topological Insulators with Gauge Equivariant Neural Networks},
author={Longde Huang and Oleksandr Balabanov and Hampus Linander and Mats Granath and Daniel Persson and Jan E Gerken},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=6pjzFIyFBo}
}",CC BY-SA 4.0,1746806097791,1758216946428,1776754608406,2026-06-15T20:41:24.310698+00:00
9lhijvd0fs,9lhijvd0fs,12999,NeurIPS 2025 poster,NeurIPS 2025 poster,Object-Centric Concept-Bottlenecks,David Steinmann; Wolfgang Stammer; Antonia Wüst; Kristian Kersting,~David_Steinmann1; ~Wolfgang_Stammer1; ~Antonia_Wüst1; ~Kristian_Kersting1,deep_learning,Concept Learning; Object Centric Learning; Interpretability,,"Developing high-performing, yet interpretable models remains a critical challenge in modern AI. Concept-based models (CBMs) attempt to address this by extracting human-understandable concepts from a global encoding (e.g., image encoding) and then applying a linear classifier on the resulting concept activations, enabling transparent decision-making. However, their reliance on holistic image encodings limits their expressiveness in object-centric real-world settings and thus hinders their ability to solve complex vision tasks beyond single-label classification. To tackle these challenges, we introduce Object-Centric Concept Bottlenecks (OCB), a framework that combines the strengths of CBMs and pre-trained object-centric foundation models, boosting performance and interpretability. We evaluate OCB on complex image datasets and conduct a comprehensive ablation study to analyze key components of the framework, such as strategies for aggregating object-concept encodings. The results show that OCB outperforms traditional CBMs and allows one to make interpretable decisions for complex visual tasks.",https://openreview.net/forum?id=9lhijvd0fs,https://openreview.net/pdf?id=9lhijvd0fs,https://openreview.net/pdf/a2b5f84765e1be4bcdb95014e189c89fd91f26ea.pdf,,,no,,,,,,,,https://openreview.net/forum?id=9lhijvd0fs,steinmann|objectcentric_conceptbottlenecks,"@inproceedings{
steinmann2026objectcentric,
title={Object-Centric Concept-Bottlenecks},
author={David Steinmann and Wolfgang Stammer and Antonia W{\""u}st and Kristian Kersting},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=9lhijvd0fs}
}",CC BY 4.0,1746806210027,1758216946727,1776754608450,2026-06-15T20:41:24.310698+00:00
FnFf7Ru2ur,FnFf7Ru2ur,13002,NeurIPS 2025 poster,NeurIPS 2025 poster,From Bytes to Ideas: Language Modeling with Autoregressive U-Nets,Mathurin VIDEAU; Badr Youbi Idrissi; Alessandro Leite; Marc Schoenauer; Olivier Teytaud; David Lopez-Paz,~Mathurin_VIDEAU1; ~Badr_Youbi_Idrissi1; ~Alessandro_Leite1; ~Marc_Schoenauer1; ~Olivier_Teytaud2; ~David_Lopez-Paz2,deep_learning,Language Modelling; Large Language Models; Hierarchical Models; Byte Level Transformer; Tokenization,,"Tokenization imposes a fixed granularity on the input text, freezing how a language model operates on data and how far in the future it predicts. Byte Pair Encoding (BPE) and similar schemes split text once, build a static vocabulary, and leave the model stuck with that choice. We relax this rigidity by introducing an autoregressive U-Net that learns to embed its own tokens as it trains. The network reads raw bytes, pools them into words, then pairs of words, then up to 4 words, giving it a multi-scale view of the sequence. At deeper stages, the model must predict further into the future -- anticipating the next few words rather than the next byte -- so deeper stages focus on broader semantic patterns while earlier stages handle fine details. When carefully tuning and controlling pretraining compute, shallow hierarchies tie strong BPE baselines, and deeper hierarchies have a promising trend. Because tokenization now lives inside the model, the same system can handle character-level tasks and carry knowledge across low-resource languages.",https://openreview.net/forum?id=FnFf7Ru2ur,https://openreview.net/pdf?id=FnFf7Ru2ur,https://openreview.net/pdf/9a59c3b2f0022b6898b0430f26622f14f99dcfbe.pdf,https://openreview.net/attachment/5511fe21664f6b2b5812e5d0706a2f9f98213827.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=FnFf7Ru2ur,videau|from_bytes_to_ideas_language_modeling_with_autoregressive_unets,"@inproceedings{
videau2026from,
title={From Bytes to Ideas: Language Modeling with Autoregressive U-Nets},
author={Mathurin VIDEAU and Badr Youbi Idrissi and Alessandro Leite and Marc Schoenauer and Olivier Teytaud and David Lopez-Paz},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=FnFf7Ru2ur}
}",CC BY 4.0,1746806279876,1758216946973,1776754608518,2026-06-15T20:41:24.310698+00:00
Ex72DkOeNS,Ex72DkOeNS,13005,NeurIPS 2025 poster,NeurIPS 2025 poster,Sampling from multi-modal distributions with polynomial query complexity in fixed dimension via reverse diffusion,Adrien Vacher; Omar Chehab; Anna Korba,~Adrien_Vacher1; ~Omar_Chehab1; ~Anna_Korba2,theory,Diffusion; Sampling; Multi-modal; Complexity,,"Even in low dimensions, sampling from multi-modal distributions is challenging. We provide the first sampling algorithm for a broad class of distributions --- including all Gaussian mixtures --- with a query complexity that is polynomial in the parameters governing multi-modality, assuming fixed dimension. Our sampling algorithm simulates a time-reversed diffusion process, using a self-normalized Monte Carlo estimator of the intermediate score functions. Unlike previous works, it avoids metastability, requires no prior knowledge of the mode locations, and relaxes the well-known log-smoothness assumption which excluded general Gaussian mixtures so far.",https://openreview.net/forum?id=Ex72DkOeNS,https://openreview.net/pdf?id=Ex72DkOeNS,https://openreview.net/pdf/8259fe819d1469d681caa60024fcf6324f4c8ec5.pdf,https://openreview.net/attachment/c46b226075cd37d485f4cb45424fa92b849624f1.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=Ex72DkOeNS,vacher|sampling_from_multimodal_distributions_with_polynomial_query_complexity_in_fixed_dimension_via_reverse_diffusion,"@inproceedings{
vacher2026sampling,
title={Sampling from multi-modal distributions with polynomial query complexity in fixed dimension via reverse diffusion},
author={Adrien Vacher and Omar Chehab and Anna Korba},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=Ex72DkOeNS}
}",CC BY 4.0,1746806393413,1758216947259,1776754608565,2026-06-15T20:41:24.310698+00:00
BEYzDKMEhX,BEYzDKMEhX,13007,NeurIPS 2025 poster,NeurIPS 2025 poster,FHGS: Feature-Homogenized Gaussian Splatting,Q.G. Duan; Benyun ZHAO; Mingqiao Han; Yijun Huang; Ben M. Chen,~Q.G._Duan1; ~Benyun_ZHAO1; ~Mingqiao_Han1; ~Yijun_Huang2; ~Ben_M._Chen1,general_machine_learning,3D Gaussian Splatting;Feature Fusion;Scene Understanding;,"we proposes a novel 3D feature distillation framework inspired by physical models, which freezes and distills 2D pre-trained features into 3D representations while preserving the real-time rendering efficiency of 3DGS.","Scene understanding based on 3D Gaussian Splatting (3DGS) has recently achieved notable advances. Although 3DGS related methods have efficient rendering capabilities, they fail to address the inherent contradiction between the anisotropic color representation of gaussian primitives and the isotropic requirements of semantic features, leading to insufficient cross-view feature consistency.
To overcome the limitation, we proposes FHGS (Feature-Homogenized Gaussian Splatting), a novel 3D feature distillation framework inspired by physical models, which freezes and distills 2D pre-trained features into 3D representations while preserving the real-time rendering efficiency of 3DGS.
Specifically, our FHGS introduces the following innovations: Firstly, a universal feature fusion architecture is proposed, enabling robust embedding of large-scale pre-trained models' semantic features (e.g., SAM, CLIP) into sparse 3D structures.
Secondly, a non-differentiable feature fusion mechanism is introduced, which enables semantic features to exhibit viewpoint independent isotropic distributions. This fundamentally balances the anisotropic rendering of gaussian primitives and the isotropic expression of features; Thirdly, a dual-driven optimization strategy inspired by electric potential fields is proposed, which combines external supervision from semantic feature fields with internal primitive clustering guidance. This mechanism enables synergistic optimization of global semantic alignment and local structural consistency.
Extensive comparison experiments with other state-of-the-art methods on benchmark datasets demonstrate that our FHGS exhibits superior reconstruction performance in feature fusion, noise suppression, and geometric precision, while maintaining a significantly lower training time.
This work establishes a novel Gaussian Splatting data structure, offering practical advancements for real-time semantic mapping, 3D stylization, and Vision-Language Navigation (VLN).
Our code and additional results are available on our project page:https://fhgs.cuastro.org/.",https://openreview.net/forum?id=BEYzDKMEhX,https://openreview.net/pdf?id=BEYzDKMEhX,https://openreview.net/pdf/0267ad98c9e23d56071879675e2ad924fcbb7a9f.pdf,https://openreview.net/attachment/b5a03a8f4fffb33f60d8c11dd054bda7d4576d09.zip,zip,yes,,,,,,,,https://fhgs.cuastro.org/; https://openreview.net/forum?id=BEYzDKMEhX,duan|fhgs_featurehomogenized_gaussian_splatting,"@inproceedings{
duan2026fhgs,
title={{FHGS}: Feature-Homogenized Gaussian Splatting},
author={Q.G. Duan and Benyun ZHAO and Mingqiao Han and Yijun Huang and Ben M. Chen},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=BEYzDKMEhX}
}",CC BY-NC-ND 4.0,1746806430978,1758216947294,1776754608581,2026-06-15T20:41:24.310698+00:00
NG7kM4wxaN,NG7kM4wxaN,13008,NeurIPS 2025 poster,NeurIPS 2025 poster,MixAT: Combining Continuous and Discrete Adversarial Training for LLMs,Csaba Dékány; Stefan Balauca; Dimitar Iliev Dimitrov; Robin Staab; Martin Vechev,~Csaba_Dékány1; ~Stefan_Balauca1; ~Dimitar_Iliev_Dimitrov2; ~Robin_Staab1; ~Martin_Vechev1,social_and_economic_aspects_of_machine_learning,LLM; Large Language Models; Adversarial Robustness; Jailbreak Attacks; Adversarial Training; Adversarial Examples,We mix discrete and continuous adversarial attacks to adversarially train more robust LLMs. We evaluate our models in different realistic inference settings and show that they are more robust while matching the training cost of other SoTA models.,"Despite recent efforts in Large Language Model (LLM) safety and alignment, current adversarial attacks on frontier LLMs can still consistently force harmful generations. 
Although adversarial training has been widely studied and shown to significantly improve the robustness of traditional machine learning models, its strengths and weaknesses in the context of LLMs are less understood. 
 Specifically, while existing discrete adversarial attacks are effective at producing harmful content, training LLMs with concrete adversarial prompts is often computationally expensive, leading to reliance on continuous relaxations. At the same time, despite their effectiveness and generalization capabilities, training with continuous perturbations does not always capture the full spectrum of vulnerabilities exploited by discrete attacks. In this work, we aim to bridge this gap by introducing MIXAT, a novel method that combines stronger discrete and faster continuous attacks during training. 
 We rigorously evaluate MIXAT across a wide spectrum of state-of-the-art attacks, proposing the *At Least One Attack Success Rate* (ALO-ASR) metric to capture the worst-case vulnerability of models. 
 We show MIXAT achieves substantially better robustness (ALO-ASR $< 20\%$) compared to prior defenses (ALO-ASR $> 50\%$), while maintaining a runtime comparable to methods based on continuous relaxations. 
 We further analyze MIXAT in realistic deployment settings, exploring how chat templates, quantization, low-rank adapters, and temperature affect both adversarial training and evaluation, revealing additional blind spots in current methodologies. 
Our results demonstrate that MIXAT discrete-continuous defense offers a principled and superior robustness-accuracy tradeoff with minimal computational overhead, highlighting its promise for building safer LLMs. We provide our code and models at https://github.com/insait-institute/MixAT.",https://openreview.net/forum?id=NG7kM4wxaN,https://openreview.net/pdf?id=NG7kM4wxaN,https://openreview.net/pdf/912fee2be52f0ed3af1bb5bbea228cf3b4a8739c.pdf,https://openreview.net/attachment/bcc03299393149597adc0fd4020b35398f5e0df2.zip,zip,yes,https://github.com/insait-institute/MixAT,https://github.com/insait-institute/MixAT,,,,,,https://github.com/insait-institute/MixAT; https://openreview.net/forum?id=NG7kM4wxaN,dékány|mixat_combining_continuous_and_discrete_adversarial_training_for_llms,"@inproceedings{
dekany2026mixat,
title={Mix{AT}: Combining Continuous and Discrete Adversarial Training for {LLM}s},
author={Csaba D{\'e}k{\'a}ny and Stefan Balauca and Dimitar Iliev Dimitrov and Robin Staab and Martin Vechev},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=NG7kM4wxaN}
}",CC BY-SA 4.0,1746806446642,1758216947355,1776754608602,2026-06-15T20:41:24.310698+00:00
9zD2i7YRot,9zD2i7YRot,13009,NeurIPS 2025 poster,NeurIPS 2025 poster,NoisyRollout: Reinforcing Visual Reasoning with Data Augmentation,Xiangyan Liu; Jinjie Ni; Zijian Wu; Chao Du; Longxu Dou; Haonan Wang; Tianyu Pang; Michael Qizhe Shieh,~Xiangyan_Liu1; ~Jinjie_Ni1; ~Zijian_Wu1; ~Chao_Du1; ~Longxu_Dou1; ~Haonan_Wang1; ~Tianyu_Pang1; ~Michael_Qizhe_Shieh1,deep_learning,Vision-Language Models; Visual Reasoning; Reinforcement Learning; Data Augmentation,"NoisyRollout boosts VLM reasoning by mixing clean and noisy inputs during RL, improving generalization with no extra cost.","Recent advances in reinforcement learning (RL) have strengthened the reasoning capabilities of vision-language models (VLMs). However, enhancing policy exploration to better scale test-time compute remains largely underexplored. In addition, VLMs continue to struggle with imperfect visual perception, which in turn affects the subsequent reasoning process.
To this end, we propose **NoisyRollout**, a simple yet effective data augmentation method that mixes trajectories from both clean and moderately distorted images during RL training. By injecting targeted diversity in visual perception and the resulting reasoning patterns, NoisyRollout promotes better policy exploration through vision-oriented inductive biases, ultimately leading to more robust reasoning behaviors. We further adopt a noise annealing schedule that gradually reduces distortion strength over training, leveraging noisy signals early on while ensuring training stability in later stages.
Crucially, our method is easy-to-adopt—**requiring no additional training cost and no modifications to the RL objective**. Extensive experiments on $2$ distinct training datasets demonstrate that NoisyRollout achieves state-of-the-art performance among open-source RL-tuned models across $5$ out-of-domain reasoning and perception benchmarks. Furthermore, we validate the effectiveness of NoisyRollout across model sizes ($7$B and $32$B) and data scales (from $1$K to $6$K), highlighting its generalizability and scalability.",https://openreview.net/forum?id=9zD2i7YRot,https://openreview.net/pdf?id=9zD2i7YRot,https://openreview.net/pdf/533c2b23b105c6b1687de467a26c6eb3d0dfc213.pdf,https://openreview.net/attachment/0444f34fea92d884fdb3e5fc45d67963b3b39d7f.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=9zD2i7YRot,liu|noisyrollout_reinforcing_visual_reasoning_with_data_augmentation,"@inproceedings{
liu2026noisyrollout,
title={NoisyRollout: Reinforcing Visual Reasoning with Data Augmentation},
author={Xiangyan Liu and Jinjie Ni and Zijian Wu and Chao Du and Longxu Dou and Haonan Wang and Tianyu Pang and Michael Qizhe Shieh},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=9zD2i7YRot}
}",CC BY 4.0,1746806451781,1758216947432,1776754608624,2026-06-15T20:41:24.310698+00:00
apusEkBW3h,apusEkBW3h,13013,NeurIPS 2025 poster,NeurIPS 2025 poster,"Reconstruct, Inpaint, Test-Time Finetune: Dynamic Novel-view Synthesis from Monocular Videos",Kaihua Chen; Tarasha Khurana; Deva Ramanan,~Kaihua_Chen1; ~Tarasha_Khurana1; ~Deva_Ramanan1,applications,novel-view synthesis; dynamic scenes; monocular videos; video diffusion; video inpainting; test-time finetuning,,"We explore novel-view synthesis for dynamic scenes from monocular videos. Prior approaches rely on costly test-time optimization of 4D representations or do not preserve scene geometry when trained in a feed-forward manner. Our approach is based on three key insights: (1) covisible pixels (that are visible in both the input and target views) can be rendered by first reconstructing the dynamic 3D scene and rendering the reconstruction from the novel-views and (2) hidden pixels in novel views can be ``inpainted"" with feed-forward 2D video diffusion models. Notably, our video inpainting diffusion model (CogNVS) can be self-supervised from 2D videos, allowing us to train it on a large corpus of in-the-wild videos. This in turn allows for (3) CogNVS to be applied zero-shot to novel test videos via test-time finetuning. We empirically verify that CogNVS outperforms almost all prior art for novel-view synthesis of dynamic scenes from monocular videos.",https://openreview.net/forum?id=apusEkBW3h,https://openreview.net/pdf?id=apusEkBW3h,https://openreview.net/pdf/f8f610e0d106c6ed525c79e43d3543fb5c055936.pdf,https://openreview.net/attachment/1497076fb5fa6d6c1751eaa6686781b16eb34448.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=apusEkBW3h,chen|reconstruct_inpaint_testtime_finetune_dynamic_novelview_synthesis_from_monocular_videos,"@inproceedings{
chen2026reconstruct,
title={Reconstruct, Inpaint, Test-Time Finetune: Dynamic Novel-view Synthesis from Monocular Videos},
author={Kaihua Chen and Tarasha Khurana and Deva Ramanan},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=apusEkBW3h}
}",CC BY-NC 4.0,1746806539695,1758216947573,1776754608721,2026-06-15T20:41:24.310698+00:00
C35FCYZBXp,C35FCYZBXp,13020,NeurIPS 2025 poster,NeurIPS 2025 poster,VIBE: Annotation-Free Video-to-Text Information Bottleneck Evaluation for TL;DR,Shenghui Chen; Po-han Li; Sandeep P. Chinchali; ufuk topcu,~Shenghui_Chen1; ~Po-han_Li1; ~Sandeep_P._Chinchali1; ~ufuk_topcu1,evaluation,Human-AI Interaction; Video-to-Text Evaluation; Information Bottleneck,"This paper proposes VIBE, an annotation-free method that selects video summaries for human decision-making by scoring task relevance and visual grounding without retraining.","Many decision-making tasks, where both accuracy and efficiency matter, still require human supervision. For example, tasks like traffic officers reviewing hour-long dashcam footage or researchers screening conference videos can benefit from concise summaries that reduce cognitive load and save time. Yet current vision-language models (VLMs) often produce verbose, redundant outputs that hinder task performance. Existing video caption evaluation depends on costly human annotations and overlooks the summaries' utility in downstream tasks. We address these gaps with $\underline{\textbf{V}}$ideo-to-text $\underline{\textbf{I}}$nformation $\underline{\textbf{B}}$ottleneck $\underline{\textbf{E}}$valuation (VIBE), an annotation-free method that scores VLM outputs using two metrics: $\textit{grounding}$ (how well the summary aligns with visual content) and $\textit{utility}$ (how informative it is for the task). VIBE selects from randomly sampled VLM outputs by ranking them according to the two scores to support effective human decision-making. Human studies on $\texttt{LearningPaper24}$, $\texttt{SUTD-TrafficQA}$, and $\texttt{LongVideoBench}$ show that summaries selected by VIBE consistently improve performance—boosting task accuracy by up to $61.23$% and reducing response time by $75.77$% compared to naive VLM summaries or raw video.",https://openreview.net/forum?id=C35FCYZBXp,https://openreview.net/pdf?id=C35FCYZBXp,https://openreview.net/pdf/df6fc4650f529a808b93c5b4167cf48c638c88c9.pdf,,,no,,,,,,,,https://openreview.net/forum?id=C35FCYZBXp,chen|vibe_annotationfree_videototext_information_bottleneck_evaluation_for_tldr,"@inproceedings{
chen2026vibe,
title={{VIBE}: Annotation-Free Video-to-Text Information Bottleneck Evaluation for {TL};{DR}},
author={Shenghui Chen and Po-han Li and Sandeep P. Chinchali and ufuk topcu},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=C35FCYZBXp}
}",CC BY 4.0,1746806812255,1758216947956,1776754608821,2026-06-15T20:41:24.310698+00:00
xj0DXLQZCS,xj0DXLQZCS,13023,NeurIPS 2025 poster,NeurIPS 2025 poster,World Models as Reference Trajectories for Rapid Motor Adaptation,Carlos Stein Brito; Daniel C McNamee,~Carlos_Stein_Brito1; ~Daniel_C_McNamee1,reinforcement_learning,Motor Adaptation; Model-based RL; Rapid Adaptation; Model Reference Control; Data Efficiency; Naturalistic Motor Control,Dual control framework that uses world model predictions as implicit reference trajectories for rapid adaptation,"Learned control policies often fail when deployed in real-world environments with changing dynamics. When system dynamics shift unexpectedly, performance degrades until models are retrained on new data. We introduce Reflexive World Models (RWM), a dual control framework that uses world model predictions as implicit reference trajectories for rapid adaptation. Our method separates the control problem into long-term reward maximization through reinforcement learning and robust motor execution through reward-free rapid control in latent space. This dual architecture achieves significantly faster adaptation with low online computational cost compared to model-based RL baselines, while maintaining near-optimal performance. The approach combines the benefits of flexible policy learning through reinforcement learning with rapid error correction capabilities, providing a theoretically grounded method for maintaining performance in high-dimensional continuous control tasks under varying dynamics.",https://openreview.net/forum?id=xj0DXLQZCS,https://openreview.net/pdf?id=xj0DXLQZCS,https://openreview.net/pdf/e0550b6c170bc81bc5125a7a5a8905a027c2b22a.pdf,https://openreview.net/attachment/9d366dd744713ff82b064b56eb75e517d1080783.zip,zip,yes,,,,,,,,https://openreview.net/forum?id=xj0DXLQZCS,brito|world_models_as_reference_trajectories_for_rapid_motor_adaptation,"@inproceedings{
brito2026world,
title={World Models as Reference Trajectories for Rapid Motor Adaptation},
author={Carlos Stein Brito and Daniel C McNamee},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=xj0DXLQZCS}
}",CC BY 4.0,1746806910186,1758216948106,1776754608882,2026-06-15T20:41:24.310698+00:00
Xpi0LpWbvF,Xpi0LpWbvF,13037,NeurIPS 2025 poster,NeurIPS 2025 poster,FAN: Fourier Analysis Networks,Yihong Dong; Ge Li; Yongding Tao; Xue Jiang; Kechi Zhang; Jia Li; Jinliang Deng; Jing Su; Jun Zhang; Jingjing Xu,~Yihong_Dong1; ~Ge_Li4; ~Yongding_Tao1; ~Xue_Jiang5; ~Kechi_Zhang1; ~Jia_Li14; ~Jinliang_Deng1; ~Jing_Su2; ~Jun_Zhang27; ~Jingjing_Xu1,deep_learning,Foundation model architecture,,"Despite the remarkable successes of general-purpose neural networks, such as MLPs and Transformers, we find that they exhibit notable shortcomings in modeling and reasoning about periodic phenomena, achieving only marginal performance within the training domain and failing to generalize effectively to out-of-domain (OOD) scenarios. Periodicity is ubiquitous throughout nature and science. Therefore, neural networks should be equipped with the essential ability to model and handle periodicity. In this work, we propose FAN, a novel neural network that effectively addresses periodicity modeling challenges while offering broad applicability similar to MLP with fewer parameters and FLOPs. Periodicity is naturally integrated into FAN's structure and computational processes by introducing the Fourier Principle. Unlike existing Fourier-based networks, which possess particular periodicity modeling abilities but face challenges in scaling to deeper networks and are typically designed for specific tasks, our approach overcomes this challenge to enable scaling to large-scale models and maintains the capability to be applied to more types of tasks. Through extensive experiments, we demonstrate the superiority of FAN in periodicity modeling tasks and the effectiveness and generalizability of FAN across a range of real-world tasks. Moreover, we reveal that compared to existing Fourier-based networks, FAN accommodates both periodicity modeling and general-purpose modeling well.",https://openreview.net/forum?id=Xpi0LpWbvF,https://openreview.net/pdf?id=Xpi0LpWbvF,https://openreview.net/pdf/64cef8a15e3360356ac389ad75394d046add28df.pdf,,,no,,,,,,,,https://openreview.net/forum?id=Xpi0LpWbvF,dong|fan_fourier_analysis_networks,"@inproceedings{
dong2026fan,
title={{FAN}: Fourier Analysis Networks},
author={Yihong Dong and Ge Li and Yongding Tao and Xue Jiang and Kechi Zhang and Jia Li and Jinliang Deng and Jing Su and Jun Zhang and Jingjing Xu},
booktitle={The Thirty-ninth Annual Conference on Neural Information Processing Systems},
year={2026},
url={https://openreview.net/forum?id=Xpi0LpWbvF}
}",CC BY 4.0,1746807193591,1758216948881,1776754608999,2026-06-15T20:41:24.310698+00:00
